"MaStR-Nr. der Einheit";"Anzeige-Name der Einheit";"Betriebs-Status";"Energieträger";"Bruttoleistung der Einheit";"Nettonennleistung der Einheit";"Inbetriebnahmedatum der Einheit";"Registrierungsdatum der Einheit";"Bundesland";"Postleitzahl";"Ort";"Straße";"Hausnummer";"Gemarkung";"Flurstück";"Gemeindeschlüssel";"Koordinate: Breitengrad (WGS84)";"Koordinate: Längengrad (WGS84)";"Anzahl der Solar-Module";"Hauptausrichtung der Solar-Module";"Name des Windparks";"Nabenhöhe der Windenergieanlage";"Rotordurchmesser der Windenergieanlage";"Hersteller der Windenergieanlage";"Typenbezeichnung";"Hauptbrennstoff der Einheit";"Nutzbare Speicherkapazität in kWh";"Technologie der Stromerzeugung";"Lage der Einheit";"Letzte Aktualisierung";"Datum der endgültigen Stilllegung";"Datum der geplanten Inbetriebnahme";"Name des Anlagenbetreibers (nur Org.)";"	MaStR-Nr. des Anlagenbetreibers";"Volleinspeisung oder Teileinspeisung";"MaStR-Nr. der Genehmigung";"Name des Anschluss-Netzbetreibers";"MaStR-Nr. des Anschluss-Netzbetreibers";"Netzbetreiberprüfung";"Spannungsebene";"MaStR-Nr. der Lokation";"MaStR-Nr. der EEG-Anlage";"EEG-Anlagenschlüssel";"Inbetriebnahmedatum der EEG-Anlage";"Zuschlagnummer (EEG/KWK-Ausschreibung)";"MaStR-Nr. der KWK-Anlage""Inbetriebnahmedatum der KWK-Anlage""Elektrische KWK-Leistung""Thermische Nutzleistung in kW"
"SEE932828319388";"Ranzenkopf 1150993 (SF12)";"In Betrieb";"Wind";"3000";"3000";"15.6.2018";"21.6.2019";"Rheinland-Pfalz";"54497";"Morbach";"";"";"Haag";"Flur 14, Flurstück 63/10";"07231087";"49,827456";"7,014317";"";"";"WP Am Ranzenkopf";"149";"115";"ENERCON GmbH";"E-115";"";"";"Horizontalläufer";"Windkraft an Land";"16.6.2021";"";"";"Windpark am Ranzenkopf GmbH & Co. KG";"ABR919909353844";"Volleinspeisung";"SGE926757726829";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Hochspannung; Hochspannung; Hochspannung; Hochspannung; Hochspannung";"SEL920902158961";"EEG992651539056";"E3123801W000000000005515501221220";"15.6.2018";"";""""""""
"SEE923001080348";"Ranzenkopf 1150992 (SF11)";"In Betrieb";"Wind";"3000";"3000";"11.6.2018";"21.6.2019";"Rheinland-Pfalz";"54497";"Morbach";"";"";"Haag";"Flur 14, Flurstück 63/10";"07231087";"49,823871";"7,008276";"";"";"WP Am Ranzenkopf";"149";"115";"ENERCON GmbH";"E-115";"";"";"Horizontalläufer";"Windkraft an Land";"16.6.2021";"";"";"Windpark am Ranzenkopf GmbH & Co. KG";"ABR919909353844";"Volleinspeisung";"SGE926757726829";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Hochspannung; Hochspannung; Hochspannung; Hochspannung; Hochspannung";"SEL920902158961";"EEG952175313419";"E3123801W000000000005515501221218";"11.6.2018";"";""""""""
"SEE998541682949";"Ranzenkopf 1150999 (SF02)";"In Betrieb";"Wind";"3000";"3000";"23.5.2018";"21.6.2019";"Rheinland-Pfalz";"54487";"Wintrich";"";"";"Wintrich";"Flur 39, Flurstück 2/6";"07231133";"49,841028";"7,011062";"";"";"WP Am Ranzenkopf";"149";"115";"ENERCON GmbH";"E-115";"";"";"Horizontalläufer";"Windkraft an Land";"16.6.2021";"";"";"Windpark am Ranzenkopf GmbH & Co. KG";"ABR919909353844";"Volleinspeisung";"SGE924342494054";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Hochspannung; Hochspannung; Hochspannung; Hochspannung; Hochspannung";"SEL920902158961";"EEG947905247416";"E3123801W000000000005515501221217";"23.5.2018";"";""""""""
"SEE931755224956";"Ranzenkopf 1151000 (SF05)";"In Betrieb";"Wind";"3000";"3000";"18.5.2018";"21.6.2019";"Rheinland-Pfalz";"54472";"Brauneberg";"";"";"Filzen";"Flur 9, Flurstück 677/347";"07231012";"49,84106";"7,026111";"";"";"WP Am Ranzenkopf";"149";"115";"ENERCON GmbH";"E-115";"";"";"Horizontalläufer";"Windkraft an Land";"16.6.2021";"";"";"Windpark am Ranzenkopf GmbH & Co. KG";"ABR919909353844";"Volleinspeisung";"SGE924342494054";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Hochspannung; Hochspannung; Hochspannung; Hochspannung; Hochspannung";"SEL920902158961";"EEG954815522601";"E3123801W000000000005515501221216";"18.5.2018";"";""""""""
"SEE970804267728";"Ranzenkopf 1150998 (SF04)";"In Betrieb";"Wind";"3000";"3000";"6.6.2018";"21.6.2019";"Rheinland-Pfalz";"54487";"Wintrich";"";"";"Wintrich";"Flur 39, Flurstück 2/6";"07231133";"49,837921";"7,018756";"";"";"WP Am Ranzenkopf";"149";"115";"ENERCON GmbH";"E-115";"";"";"Horizontalläufer";"Windkraft an Land";"16.6.2021";"";"";"Windpark am Ranzenkopf GmbH & Co. KG";"ABR919909353844";"Volleinspeisung";"SGE924342494054";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Hochspannung; Hochspannung; Hochspannung; Hochspannung; Hochspannung";"SEL920902158961";"EEG946049866149";"E3123801W000000000005515501221224";"6.6.2018";"";""""""""
"SEE914586330423";"Ranzenkopf 1150996 (SF07)";"In Betrieb";"Wind";"3000";"3000";"26.6.2018";"21.6.2019";"Rheinland-Pfalz";"54487";"Wintrich";"";"";"Wintrich";"Flur 39, Flurstück 2/6";"07231133";"49,832402";"7,012167";"";"";"WP Am Ranzenkopf";"149";"115";"ENERCON GmbH";"E-115";"";"";"Horizontalläufer";"Windkraft an Land";"16.6.2021";"";"";"Windpark am Ranzenkopf GmbH & Co. KG";"ABR919909353844";"Volleinspeisung";"SGE924342494054";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Hochspannung; Hochspannung; Hochspannung; Hochspannung; Hochspannung";"SEL920902158961";"EEG991943453810";"E3123801W000000000005515501221221";"26.6.2018";"";""""""""
"SEE900650448460";"Ranzenkopf 1150997 (SF08)";"In Betrieb";"Wind";"3000";"3000";"26.6.2018";"21.6.2019";"Rheinland-Pfalz";"54487";"Wintrich";"";"";"Wintrich";"Flur 39, Flurstück 2/6";"07231133";"49,833779";"7,017451";"";"";"WP Am Ranzenkopf";"149";"115";"ENERCON GmbH";"E-115";"";"";"Horizontalläufer";"Windkraft an Land";"16.6.2021";"";"";"Windpark am Ranzenkopf GmbH & Co. KG";"ABR919909353844";"Volleinspeisung";"SGE924342494054";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Hochspannung; Hochspannung; Hochspannung; Hochspannung; Hochspannung";"SEL920902158961";"EEG962773391955";"E3123801W000000000005515501221222";"26.6.2018";"";""""""""
"SEE989650018781";"Ranzenkopf 1151001 (SF09)";"In Betrieb";"Wind";"3000";"3000";"18.5.2018";"21.6.2019";"Rheinland-Pfalz";"54487";"Wintrich";"";"";"Wintrich";"Flur 39, Flurstück 2/6";"07231133";"49,835867";"7,023819";"";"";"WP Am Ranzenkopf";"149";"115";"ENERCON GmbH";"E-115";"";"";"Horizontalläufer";"Windkraft an Land";"16.6.2021";"";"";"Windpark am Ranzenkopf GmbH & Co. KG";"ABR919909353844";"Volleinspeisung";"SGE924342494054";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Hochspannung; Hochspannung; Hochspannung; Hochspannung; Hochspannung";"SEL920902158961";"EEG935112368048";"E3123801W000000000005515501221225";"18.5.2018";"";""""""""
"SEE998977637568";"WEA 1";"In Betrieb";"Wind";"600";"600";"1.3.1999";"28.6.2019";"Rheinland-Pfalz";"55234";"Gau-Heppenheim";"";"";"Gau-Heppenheim";"5-151";"07331031";"49,739594";"8,195661";"";"";"Windpark Kloppberg";"77,5";"43";"Nordex Energy GmbH";"N43-MK2";"";"";"Horizontalläufer";"Windkraft an Land";"28.6.2019";"";"";"Welzenbach Windpark oHG";"ABR977892116457";"Volleinspeisung";"";"EWR Netz GmbH (SNB969068596941)";"SNB969068596941";"In Prüfung";"Mittelspannung";"SEL928533055710";"EEG927113351389";"E32954010200000000003616500511201";"1.3.1999";"";""""""""
"SEE962080803561";"Kruchten";"In Betrieb";"Wind";"1250";"1250";"22.5.2002";"17.9.2021";"Rheinland-Pfalz";"54675";"Kruchten";"Kalkofenstraße";"";"";"";"07232069";"49,9";"6,299";"";"";"WP Kruchten";"93,5";"64";"DeWind GmbH";"D6 1250";"";"";"Horizontalläufer";"Windkraft an Land";"7.12.2021";"";"";"Frische Briese Auf dem Lieh GmbH & Co KG";"ABR902996041329";"Volleinspeisung";"SGE988646237090";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"In Prüfung";"Mittelspannung";"SEL951640605103";"EEG975604292345";"";"14.5.2002";"";""""""""
"SEE936700904136";"E531184 - OE1B";"In Betrieb";"Wind";"800";"800";"24.11.2010";"24.6.2019";"Rheinland-Pfalz";"54329";"Konz";"";"";"Oberemmel";"Flur 17, Flurstück 150";"07235068";"49,648067";"6,665281";"";"";"Windpark Oberemmel";"73";"53";"ENERCON GmbH";"E-53";"";"";"Horizontalläufer";"Windkraft an Land";"27.6.2019";"";"";"Gimbweiler Windkraft GmbH & Co. KG";"ABR925926284641";"Volleinspeisung";"SGE942073512908";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Mittelspannung; Mittelspannung";"SEL994820783277";"EEG990706532694";"E31238010000000000000013698603179";"24.11.2010";"";""""""""
"SEE952739980729";"Windpark Oberndorf Anlage 1";"In Betrieb";"Wind";"2750";"2750";"5.9.2014";"24.6.2019";"Rheinland-Pfalz";"67821";"Oberndorf";"";"";"Oberndorf";"322";"07333055";"49,703675";"7,824258";"";"";"Windpark Oberndorf";"139";"120";"GE Wind Energy GmbH";"GE 2.5-120";"";"";"Horizontalläufer";"Windkraft an Land";"28.6.2021";"";"";"Pfalzwerke Neue Energie Oberndorf GmbH & Co. KG";"ABR986888242001";"Volleinspeisung";"SGE964938585681";"Pfalzwerke Netz AG (SNB961471621746)";"SNB961471621746";"Geprüft";"Umspannebene Hochspannung/Mittelspannung";"SEL977726890836";"EEG992248236535";"E30254010WEA1OBERNDORF0FLUR322006";"5.9.2014";"";""""""""
"SEE954154715528";"E531185 - OE2";"In Betrieb";"Wind";"800";"800";"12.11.2010";"24.6.2019";"Rheinland-Pfalz";"54329";"Konz";"";"";"Oberemmel";"Flur 17, Flurstück 145";"07235068";"49,649386";"6,665775";"";"";"Windpark Oberemmel";"73";"53";"ENERCON GmbH";"E-53";"";"";"Horizontalläufer";"Windkraft an Land";"24.6.2019";"";"";"Gimbweiler Windkraft GmbH & Co. KG";"ABR925926284641";"Volleinspeisung";"SGE972443944084";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Mittelspannung; Mittelspannung";"SEL994820783277";"EEG944390376348";"E31238010000000000000013698603184";"12.11.2010";"";""""""""
"SEE998647165285";"Waldgrehweiler-300055";"In Betrieb";"Wind";"3370";"3370";"22.3.2012";"24.6.2019";"Rheinland-Pfalz";"67822";"Waldgrehweiler";"";"";"Waldgrehweiler";"1302, 1304";"07333079";"49,653978";"7,710362";"";"";"Waldgrehweiler";"128";"104";"Senvion Deutschland GmbH";"3.4XM104";"";"";"Horizontalläufer";"Windkraft an Land";"10.9.2021";"";"";"WKA Waldgrehweiler 3.4 GmbH & Co KG";"ABR900144028277";"Volleinspeisung";"SGE968499891915";"Pfalzwerke Netz AG (SNB961471621746)";"SNB961471621746";"Geprüft";"Hochspannung";"SEL977343922835";"EEG966000739701";"E3025401WEA0005000060630000004685";"22.3.2012";"";""""""""
"SEE958702015917";"Waldgrehweiler-300056";"In Betrieb";"Wind";"3370";"3370";"22.3.2012";"24.6.2019";"Rheinland-Pfalz";"67822";"Waldgrehweiler";"";"";"Waldgrehweiler";"1234,1237";"07333079";"49,656595";"7,703714";"";"";"Waldgrehweiler";"128";"104";"Senvion Deutschland GmbH";"3.4XM104";"";"";"Horizontalläufer";"Windkraft an Land";"10.9.2021";"";"";"WKA Waldgrehweiler 3.4 GmbH & Co KG";"ABR900144028277";"Volleinspeisung";"SGE968499891915";"Pfalzwerke Netz AG (SNB961471621746)";"SNB961471621746";"Geprüft";"Hochspannung";"SEL977343922835";"EEG926840708480";"E3025401WEA0005000060630000004686";"22.3.2012";"";""""""""
"SEE945295508957";"WP Kandrich 10029 100095";"In Betrieb";"Wind";"3050";"3050";"9.5.2014";"25.6.2019";"Rheinland-Pfalz";"55442";"Daxweiler";"";"";"Daxweiler";"Flur 1 Flurstück 150-1";"07133023";"49,99803";"7,741864";"";"";"WP Kandrich";"135,4";"101";"ENERCON GmbH";"E-101";"";"";"Horizontalläufer";"Windkraft an Land";"9.6.2021";"";"";"Windpark Kandrich GmbH & Co. KG";"ABR932112604855";"Volleinspeisung";"SGE914209154672";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Hochspannung";"SEL924440652363";"EEG947351438321";"E31238010000000000000021070177809";"9.5.2014";"";""""""""
"SEE917280710317";"WEA 48510";"In Betrieb";"Wind";"800";"800";"15.3.2006";"27.6.2019";"Rheinland-Pfalz";"55234";"Gau-Heppenheim";"";"";"Gau-Heppenheim";"5, Flurstück 97/98";"07331031";"49,741305";"8,203427";"";"";"WP Gau-Heppenheim";"76";"48";"ENERCON GmbH";"E-48";"";"";"Horizontalläufer";"Windkraft an Land";"23.6.2021";"";"";"Uwe Wehrenberg Beteiligungs- und Betriebs GmbH";"ABR961259462646";"Volleinspeisung";"SGE988436104472";"EWR Netz GmbH (SNB969068596941)";"SNB969068596941";"Geprüft";"Mittelspannung";"SEL923978511340";"EEG978098893753";"E32954010200000000003615500111230";"15.3.2006";"";""""""""
"SEE965094707993";"WR Stetten 10014 100040";"In Betrieb";"Wind";"2000";"2000";"14.2.2003";"27.6.2019";"Rheinland-Pfalz";"66879";"Reichenbach-Steegen";"";"";"Reichenbach-Steegen";"Flur ""Aufm Krämel"", Flurstück 1520/1";"07335501";"49,520949";"7,530289";"";"";"WR Stetten";"100";"80";"Vestas Deutschland GmbH";"V-80-2.0";"";"";"Horizontalläufer";"Windkraft an Land";"5.1.2022";"";"";"Juwi Bestandsanlagen GmbH";"ABR945044513690";"Volleinspeisung";"SGE903030327522";"Pfalzwerke Netz AG (SNB961471621746)";"SNB961471621746";"In Prüfung";"Umspannebene Hochspannung/Mittelspannung";"SEL977075221152";"EEG967875784902";"E30254010000000000005231606303528";"14.2.2003";"";""""""""
"SEE927846603366";"WR Stetten 10014 100041";"In Betrieb";"Wind";"1500";"1500";"11.12.2002";"27.6.2019";"Rheinland-Pfalz";"55234";"Ober-Flörsheim";"";"";"Ober-Flörsheim";"Flur 16, Flurstück 25";"07331024";"49,681313";"8,133866";"";"";"WR Stetten";"65";"70";"GE Wind Energy GmbH";"GE-70-1,5";"";"";"Horizontalläufer";"Windkraft an Land";"21.4.2021";"";"";"Windrad Stetten GmbH & Co. KG";"ABR959087669801";"Volleinspeisung";"SGE995804893166";"EWR Netz GmbH (SNB969068596941)";"SNB969068596941";"Geprüft";"Mittelspannung";"SEL975112817863";"EEG962131486910";"E32954010200000000003621700111219";"11.12.2002";"";""""""""
"SEE927090089060";"ED 01";"In Betrieb";"Wind";"2300";"2300";"28.7.2017";"28.6.2019";"Rheinland-Pfalz";"54649";"Eilscheid";"";"";"Eilscheid";"Flur1: 081";"07232217";"50,130806";"6,402346";"";"";"Eilscheid";"138,38";"82";"ENERCON GmbH";"E-82";"";"";"Horizontalläufer";"Windkraft an Land";"25.6.2021";"";"";"GSW Windmühlen Fonds 2001 GmbH & Co. KG";"ABR966946731111";"Volleinspeisung";"SGE934314571638";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Mittelspannung";"SEL950928891528";"EEG931887499901";"E3123801W000000000004697680090121";"28.7.2017";"";""""""""
"SEE959812690117";"ED 02";"In Betrieb";"Wind";"2300";"2300";"30.8.2017";"28.6.2019";"Rheinland-Pfalz";"54649";"Eilscheid";"";"";"Eilscheid";"Flur1: 079";"07232217";"50,13152";"6,406115";"";"";"Eilscheid";"138,38";"82";"ENERCON GmbH";"E-82";"";"";"Horizontalläufer";"Windkraft an Land";"25.6.2021";"";"";"GSW Windmühlen Fonds 2001 GmbH & Co. KG";"ABR966946731111";"Volleinspeisung";"SGE934314571638";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Mittelspannung";"SEL950928891528";"EEG924315336374";"E3123801W000000000004697680090137";"30.8.2017";"";""""""""
"SEE971617857960";"Kruchten";"In Betrieb";"Wind";"1250";"1250";"22.5.2002";"29.6.2019";"Rheinland-Pfalz";"54675";"Kruchten";"Kalkofenstraße";"";"";"";"07232069";"49,899722";"6,298611";"";"";"Kruchten 1";"93,5";"64";"DeWind GmbH";"D6 1250";"";"";"Horizontalläufer";"Windkraft an Land";"7.12.2021";"";"";"Frische Briese Auf dem Lieh GmbH & Co KG";"ABR902996041329";"Volleinspeisung";"SGE988646237090";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"In Prüfung";"Mittelspannung";"SEL974840685225";"EEG928444624661";"E31238010000000000000042338300055";"22.5.2002";"";""""""""
"SEE993812630674";"43760";"In Betrieb";"Wind";"2000";"2000";"29.12.2011";"24.7.2019";"Rheinland-Pfalz";"55585";"Hochstätten";"";"";"Hochstätten";"0, Flurstück: 1032/5,1032/7";"07133045";"49,77204";"7,85193";"";"";"Windpark Hochstätten";"105";"90";"Vestas Deutschland GmbH";"V-90";"";"";"Horizontalläufer";"Windkraft an Land";"21.9.2021";"";"";"Windkraftanlagen Hochstätten GmbH & Co. KG";"ABR972673364638";"Volleinspeisung";"SGE949828234788";"Pfalzwerke Netz AG (SNB961471621746)";"SNB961471621746";"Geprüft";"Umspannebene Hochspannung/Mittelspannung";"SEL979639607143";"EEG911934830734";"E3025401WEA0005000068450000005344";"29.12.2011";"";""""""""
"SEE971392452572";"NX1167 - LA1";"In Betrieb";"Wind";"1300";"1300";"16.12.1999";"15.7.2019";"Rheinland-Pfalz";"54331";"Pellingen";"";"";"Pellingen";"Flur 8, Flurstück 49";"07235106";"49,65576";"6,671539";"";"";"Windpark Lampaden";"69";"60";"Nordex SE";"N60";"";"";"Horizontalläufer";"Windkraft an Land";"15.7.2019";"";"";"WEG Windkraft GmbH & Co. KG";"ABR977366106021";"Volleinspeisung";"SGE941035880116";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Mittelspannung";"SEL922520654191";"EEG947806987503";"E31238010000010170000001432601324";"16.12.1999";"";""""""""
"SEE975091748400";"NX1168 - LA2";"In Betrieb";"Wind";"1300";"1300";"16.12.1999";"15.7.2019";"Rheinland-Pfalz";"54331";"Pellingen";"";"";"Pellingen";"Flur 8, Flurstück 39/1";"07235106";"49,653406";"6,672594";"";"";"Windpark Lampaden";"69";"60";"Nordex SE";"N60";"";"";"Horizontalläufer";"Windkraft an Land";"30.5.2020";"";"";"WEG Windkraft GmbH & Co. KG";"ABR977366106021";"Volleinspeisung";"SGE908698756448";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Mittelspannung";"SEL922520654191";"EEG901737726778";"E31238010000010170000001432611721";"16.12.1999";"";""""""""
"SEE931861592291";"NX70080 - LA3";"In Betrieb";"Wind";"1500";"1500";"7.2.2002";"15.7.2019";"Rheinland-Pfalz";"54316";"Lampaden";"";"";"Lampaden";"Flur 32, Flurstück 28";"07235072";"49,653695";"6,682487";"";"";"Windpark Lampaden";"65";"70";"Nordex SE";"S70";"";"";"Horizontalläufer";"Windkraft an Land";"4.10.2020";"";"";"WEG Windkraft GmbH & Co. KG";"ABR977366106021";"Volleinspeisung";"SGE932702993932";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Mittelspannung";"SEL922520654191";"EEG959104608233";"E31238010000010170000001432618384";"7.2.2002";"";""""""""
"SEE969290611870";"NX1166 - LA4";"In Betrieb";"Wind";"1300";"1300";"15.12.1999";"15.7.2019";"Rheinland-Pfalz";"54316";"Lampaden";"";"";"Lampaden";"Flur 32, Flurstück 2";"07235072";"49,65038";"6,67598";"";"";"Windpark Lampaden";"69";"60";"Nordex Energy GmbH";"N60";"";"";"Horizontalläufer";"Windkraft an Land";"27.7.2021";"";"";"WEG Windkraft GmbH & Co. KG";"ABR977366106021";"Volleinspeisung";"SGE926151608615";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Mittelspannung";"SEL922520654191";"EEG969819998994";"E31238010000010170000001432618841";"15.12.1999";"";""""""""
"SEE959060000690";"NX1163 - LA5";"In Betrieb";"Wind";"1300";"1300";"15.12.1999";"15.7.2019";"Rheinland-Pfalz";"54316";"Lampaden";"";"";"Lampaden";"Flur 30, Flurstück 2";"07235072";"49,648878";"6,679142";"";"";"Windpark Lampaden";"69";"60";"Nordex SE";"N60";"";"";"Horizontalläufer";"Windkraft an Land";"27.7.2021";"";"";"HWB Windkraft GmbH & Co. KG";"ABR956055958318";"Volleinspeisung";"SGE974280915135";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Mittelspannung";"SEL922520654191";"EEG995425494087";"E31238010000010170000001432618842";"15.12.1999";"";""""""""
"SEE941872509133";"1_Wind_SK05";"In Betrieb";"Wind";"3000";"3000";"30.3.2017";"16.7.2019";"Rheinland-Pfalz";"54589";"Stadtkyll";"";"";"Schönfeld";"Flur4:001";"07233035";"50,311289";"6,492229";"";"";"EWPOS_WEA-SK-05";"149";"115";"ENERCON GmbH";"E115";"";"";"Horizontalläufer";"Windkraft an Land";"6.7.2021";"";"";"eegon Eifel-Energiegenossenschaft eG";"ABR934117921166";"Volleinspeisung";"SGE953199363251";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Umspannebene Hochspannung/Mittelspannung";"SEL924942819943";"EEG905744705436";"E3123801W000000000004242291204109";"30.3.2017";"";""""""""
"SEE997392354944";"E40795 - OB";"In Betrieb";"Wind";"500";"500";"20.12.1996";"18.7.2019";"Rheinland-Pfalz";"55767";"Oberbrombach";"";"";"Oberbrombach";"Flur 17, Flurstück 18/6";"07134062";"49,698357";"7,249995";"";"";"Windpark Oberbrombach";"50";"40";"ENERCON GmbH";"E-40";"";"";"Horizontalläufer";"Windkraft an Land";"18.7.2019";"";"";"HWB Windkraft GmbH & Co. KG";"ABR956055958318";"Volleinspeisung";"SGE952237265038";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Mittelspannung";"SEL944924996295";"EEG928058952327";"E31280100000000340000005623701516";"20.12.1996";"";""""""""
"SEE943425637652";"NX1243 - LA6";"In Betrieb";"Wind";"1300";"1300";"15.7.2000";"18.7.2019";"Rheinland-Pfalz";"54316";"Lampaden";"";"";"Lampaden";"Flur 30, Flurstück 26";"07235072";"49,646353";"6,68019";"";"";"Windpark Lampaden";"69";"62";"Nordex SE";"N62";"";"";"Horizontalläufer";"Windkraft an Land";"28.8.2020";"";"";"HWB Windkraft GmbH & Co. Dreikopf KG";"ABR934145920230";"Volleinspeisung";"SGE924318639564";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Mittelspannung";"SEL922520654191";"EEG973691162534";"E31238010000010170000001432618843";"15.7.2000";"";""""""""
"SEE910177205491";"E825198 - OE3C";"In Betrieb";"Wind";"2300";"2300";"25.9.2013";"18.7.2019";"Rheinland-Pfalz";"54329";"Konz";"";"";"Oberemmel";"Flur 17, Flurstück 98 & 99";"07235068";"49,648947";"6,662443";"";"";"Windpark Oberemmel";"138";"82";"ENERCON GmbH";"E-82 E2";"";"";"Horizontalläufer";"Windkraft an Land";"18.12.2020";"";"";"WEAG Windpark Dreikopf GmbH & Co. KG";"ABR917758251052";"Volleinspeisung";"SGE951553972569";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Mittelspannung";"SEL922038464862";"EEG999411060560";"E31238010000000000000027717691254";"25.9.2013";"";""""""""
"SEE997502641353";"E826821 - OE4C";"In Betrieb";"Wind";"2300";"2300";"23.11.2016";"18.7.2019";"Rheinland-Pfalz";"54329";"Konz";"";"";"Oberemmel";"Flur 17, Flurstück 88/2 & 89";"07235068";"49,649581";"6,65908";"";"";"Windpark Oberemmel";"138";"82";"ENERCON GmbH";"E-82 E2";"";"";"Horizontalläufer";"Windkraft an Land";"4.9.2020";"";"";"WEAG Windpark Dreikopf GmbH & Co. KG";"ABR917758251052";"Volleinspeisung";"SGE933738080931";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Mittelspannung";"SEL922038464862";"EEG946413630666";"E3123801W000000000002771761215599";"23.11.2016";"";""""""""
"SEE959885764890";"E827057 - OE5";"In Betrieb";"Wind";"2300";"2300";"29.3.2018";"18.7.2019";"Rheinland-Pfalz";"54329";"Konz";"";"";"Oberemmel";"Flur 18, Flurstück 94 & 95";"07235068";"49,647389";"6,658705";"";"";"Windpark Oberemmel";"138";"82";"ENERCON GmbH";"E-82 E2";"";"";"Horizontalläufer";"Windkraft an Land";"18.7.2019";"";"";"WEAG Windpark Dreikopf GmbH & Co. KG";"ABR917758251052";"Volleinspeisung";"SGE977762466453";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Mittelspannung";"SEL922038464862";"EEG939260947131";"E3123801W000000000002771761226679";"29.3.2018";"";""""""""
"SEE959226410653";"E825058 - LA9B";"In Betrieb";"Wind";"2300";"2300";"4.2.2013";"18.7.2019";"Rheinland-Pfalz";"54316";"Lampaden";"";"";"Lampaden";"Flur 32, Flurstück 13";"07235072";"49,651606";"6,678841";"";"";"Windpark Lampaden";"138";"82";"ENERCON GmbH";"E-82 E2";"";"";"Horizontalläufer";"Windkraft an Land";"28.8.2020";"";"";"WEAG Windpark Dreikopf GmbH & Co. KG";"ABR917758251052";"Volleinspeisung";"SGE907617952145";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Mittelspannung";"SEL922520654191";"EEG931782762438";"E31238010000000000000027717626067";"4.2.2013";"";""""""""
"SEE952652179576";"WEA 827439";"In Betrieb";"Wind";"2300";"2300";"26.7.2019";"19.7.2019";"Rheinland-Pfalz";"56290";"Beltheim";"";"";"Beltheim";"Flur 3: 46/6, 46/7";"07140010";"50,113422";"13,449273";"";"";"WP Beltheim";"98";"82";"ENERCON GmbH";"E-82";"";"";"Horizontalläufer";"Windkraft an Land";"24.4.2020";"";"";"Höhenwind GmbH & Co. Beltheim KG";"ABR940098347109";"Volleinspeisung";"SGE960107114218";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Umspannebene Hochspannung/Mittelspannung";"SEL974973711907";"EEG947680568201";"E3123801W000000000001404481242491";"26.7.2019";"WIN18-2/038";""""""""
"SEE940912752768";"WEA 1";"In Betrieb";"Wind";"3300";"3300";"13.6.2016";"19.7.2019";"Rheinland-Pfalz";"55606";"Bärweiler";"";"";"Bärweiler";"Flur 11 Flurstück 45,47";"07133009";"49,435174";"7,351712";"";"";"Windpark Bärweiler";"137";"126";"Vestas Deutschland GmbH";"V126";"";"";"Horizontalläufer";"Windkraft an Land";"21.8.2020";"";"";"InvestInvent 13. Windpark GmbH & Co.KG";"ABR984859464254";"Volleinspeisung";"SGE917863794093";"Westnetz GmbH (SNB921897286493)";"SNB921897286493";"Geprüft";"Mittelspannung";"SEL983983882965";"EEG907489375332";"E31238010000000000000042634490879";"13.6.2016";"";""""""""
